,,,,
Navn,Interval,tid,IF,Intervalbeskrivelse
FS: 2x8m,2x8m,16,12.32,"Funktionel styrke: 2x8 min køres som 2 intervaller af 8 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 2x10m,2x10m,20,15.4,"Funktionel styrke: 2x10 min køres som 2 intervaller af 10 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 2x12m,2x12m,24,18.48,"Funktionel styrke: 2x12 min køres som 2 intervaller af 12 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 2x15m,2x15m,30,23.1,"Funktionel styrke: 2x15 min køres som 2 intervaller af 15 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 2x20m,2x20m,40,30.8,"Funktionel styrke: 2x20 min køres som 2 intervaller af 20 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 2x30m,2x30m,60,46.2,"Funktionel styrke: 2x30 min køres som 2 intervaller af 30 minutter. kadence 60, og puls 10-20 slag under AT"
,,,,
FS: 3x5m,3x5m,15,11.55,"Funktionel styrke: 3x5 min køres som 3 intervaller af 5 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x8m,3x8m,24,18.48,"Funktionel styrke: 3x8 min køres som 3 intervaller af 8 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x10m,3x10m,30,23.1,"Funktionel styrke: 3x10 min køres som 3 intervaller af 10 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x12m,3x12m,36,27.72,"Funktionel styrke: 3x12 min køres som 3 intervaller af 12 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x15m,3x15m,45,34.65,"Funktionel styrke: 3x15 min køres som 3 intervaller af 15 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x20m,3x20m,60,46.2,"Funktionel styrke: 3x20 min køres som 3 intervaller af 20 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 3x30m,3x30m,90,69.3,"Funktionel styrke: 3x30 min køres som 3 intervaller af 30 minutter. kadence 60, og puls 10-20 slag under AT"
,,,,
FS: 4x5m,4x5m,20,15.4,"Funktionel styrke: 4x5 min køres som 4 intervaller af 5 minutter. kadence 60, og puls 10-20 slag under AT"
FS: 4x8m,4x8m,32,24.64,"Funktionel styrke: 4x8 min køres som 4 intervaller af 8 minutter. kadence 60, og puls 10-20 slag under AT"
,,,,
,,,,
,,,,
FS: 1x5m ,1x5m ,5,3.85,Funktionel styrke: 1x5 min løbes som 1 interval af 5 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x8m ,1x8m ,8,6.16,Funktionel styrke: 1x8 min løbes som 1 interval af 8 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x10m ,1x10m ,10,7.7,Funktionel styrke: 1x10 min løbes som 1 interval af 10 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x12m ,1x12m ,12,9.24,Funktionel styrke: 1x12 min løbes som 1 interval af 12 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x15m ,1x15m ,15,11.55,Funktionel styrke: 1x15 min løbes som 1 interval af 15 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x20m ,1x20m ,20,15.4,Funktionel styrke: 1x20 min løbes som 1 interval af 20 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
FS: 1x30m ,1x30m ,30,23.1,Funktionel styrke: 1x30 min løbes som 1 interval af 30 minutter. Løbes på tungt underlag.  Puls 10-20 slag under AT
,,,,
,,,,
FS: 2x5m ,2x5m ,10,7.7,Funktionel styrke: 2x5 min løbes som to intervaller af 5 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x8m ,2x8m ,16,12.32,Funktionel styrke: 2x8 min løbes som to intervaller af 8 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x10m ,2x10m ,20,15.4,Funktionel styrke: 2x10 min løbes som to intervaller af 10 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x12m ,2x12m ,24,18.48,Funktionel styrke: 2x12 min løbes som to intervaller af 12 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x15m ,2x15m ,30,23.1,Funktionel styrke: 2x15 min løbes som to intervaller af 15 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x20m ,2x20m ,40,30.8,Funktionel styrke: 2x20 min løbes som to intervaller af 20 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 2x30m ,2x30m ,60,46.2,Funktionel styrke: 2x30 min løbes som to intervaller af 30 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
,,,,
FS: 3x5m ,3x5m ,15,11.55,Funktionel styrke: 3x5 min løbes som 3 intervaller af 5 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x8m ,3x8m ,16,12.32,Funktionel styrke: 3x8 min løbes som 3 intervaller af 8 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x10m ,3x10m ,30,23.1,Funktionel styrke: 3x10 min løbes som 3 intervaller af 10 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x12m ,3x12m ,36,27.72,Funktionel styrke: 3x12 min løbes som 3 intervaller af 12 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x15m ,3x15m ,45,34.65,Funktionel styrke: 3x15 min løbes som 3 intervaller af 15 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x20m ,3x20m ,60,46.2,Funktionel styrke: 3x20 min løbes som 3 intervaller af 20 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
FS: 3x30m ,3x30m ,90,69.3,Funktionel styrke: 3x30 min løbes som 3 intervaller af 30 minutter. Løbes på tungt underlag. Puls 10-20 slag under AT
,,,,
,,,,
,Indset ny linje foer denne linje hvis du tilfoejer nye intervaller,,,
,,,,
,Power,,2.0,
Power: 1x3(6+54)s,1x3(6+54)s,3,6,"Power: 1x3(6+54)s køres som 1 intervalserie af 3 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 1x5(6+54)s,1x5(6+54)s,5,10,"Power: 1x5(6+54)s køres som 1 intervalserie af 5 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 1x8(6+54)s,1x8(6+54)s,8,16,"Power: 1x8(6+54)s køres som 1 intervalserie af 8 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 1x10(6+54)s,1x10(6+54)s,10,20,"Power: 1x10(6+54)s køres som 1 intervalserie af 10 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
,,,,
Power: 2x5(6+54)s,2x5(6+54)s,10,20,"Power: 2x5(6+54)s køres som 2 intervalserier af 5 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 2x8(6+54)s,2x8(6+54)s,16,32,"Power: 2x8(6+54)s køres som 2 intervalserier af 8 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 2x10(6+54)s,2x10(6+54)s,20,40,"Power: 2x10(6+54)s køres som 2 intervalserier af 10 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
,,,,
Power: 3x5(6+54)s,3x5(6+54)s,15,30,"Power: 3x5(6+54)s køres som 3 intervalserier af 5 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 3x8(6+54)s,3x8(6+54)s,24,48,"Power: 3x8(6+54)s køres som 3 intervalserier af 8 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
Power: 3x10(6+54)s,3x10(6+54)s,30,60,"Power: 3x10(6+54)s køres som 3 intervalserier af 10 gentagelser af 6 sekunder og 54 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 6 sek. intervallet køres stående"
,,,,
,,,,
,,,,
Power: 1x3(10+50)s,1x3(10+50)s,3,6,"Power: 1x3(10+50)s køres som 1 intervalserie af 3 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 1x5(10+50)s,1x5(10+50)s,5,10,"Power: 1x5(10+50)s køres som 1 intervalserie af 5 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 1x8(10+50)s,1x8(10+50)s,8,16,"Power: 1x8(10+50)s køres som 1 intervalserie af 8 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 1x10(10+50)s,1x10(10+50)s,10,20,"Power: 1x10(10+50)s køres som 1 intervalserie af 10 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
,,,,
Power: 2x5(10+50)s,2x5(10+50)s,10,20,"Power: 2x5(10+50)s køres som 2 intervalserier af 5 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 2x8(10+50)s,2x8(10+50)s,16,32,"Power: 2x8(10+50)s køres som 2 intervalserier af 8 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 2x10(10+50)s,2x10(10+50)s,20,40,"Power: 2x10(10+50)s køres som 2 intervalserier af 10 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
,,,,
Power: 3x5(10+50)s,3x5(10+50)s,15,30,"Power: 3x5(10+50)s køres som 3 intervalserier af 5 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 3x8(10+50)s,3x8(10+50)s,24,48,"Power: 3x8(10+50)s køres som 3 intervalserier af 8 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 3x10(10+50)s,3x10(10+50)s,30,60,"Power: 3x10(10+50)s køres som 3 intervalserier af 10 gentagelser af 10 sekunder og 50 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
,,,,
,,,,
Power: 1x5(10+170)s,1x5(10+170)s,5,10,"Power: 1x5(10+170)s køres som 1 intervalserie af 5 gentagelser af 10 sekunder og 170 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 1x8(10+170)s,1x8(10+170)s,8,16,"Power: 1x8(10+170)s køres som 1 intervalserie af 8 gentagelser af 10 sekunder og 170 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
,,,,
Power: 2x5(10+170)s,2x5(10+170)s,10,20,"Power: 2x5(10+170)s køres som 2 intervalserier af 5 gentagelser af 10 sekunder og 170 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
Power: 2x8(10+170)s,2x8(10+170)s,16,32,"Power: 2x8(10+170)s køres som 2 intervalserier af 8 gentagelser af 10 sekunder og 170 sek. pause. Fra kadence ca. 50, med tung belastning, trædes med fuld kraft i 10 sek. Intervallet køres siddende"
,,,,
,,,,
Power: 3xantrit,3xantrit,3,6,Power: 3 x antrit køres som antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 5xantrit,5xantrit,5,10,Power: 5 x antrit køres som antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 8xantrit,8xantrit,8,16,Power: 8 x antrit køres som antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 10xantrit,10xantrit,10,20,Power: 10 x antrit køres som antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
,,,,
Power: 2x(5xantrit),2x(5xantrit),10,20,Power: 2x(5 x antrit) køres som 2 intervalserier af 5 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 2x(8xantrit),2x(8xantrit),16,32,Power: 2x(8 x antrit) køres som 2 intervalserier af 8 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 2x(10xantrit),2x(10xantrit),20,40,Power: 2x(10 x antrit) køres som 2 intervalserier af 10 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
,,,,
Power: 3x(5xantrit),3x(5xantrit),15,30,Power: 3x(5 x antrit) køres som 3 intervalserier af 5 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 3x(8xantrit),3x(8xantrit),24,48,Power: 3x(8 x antrit) køres som 3 intervalserier af 8 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
Power: 3x(10xantrit),3x(10xantrit),30,60,Power: 3x(10 x antrit) køres som 3 intervalserier af 10 antrit på mindre stejle stigninger af 5-10 sek. På stigningerne køres med fuld kraft
,,,,
,,,,
Power: 1x4(30+90)s,1x4(30+90)s,8,16,"Power: 1x4(30+90)s, køres som 1 intervalserie med 4 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x5(30+90)s,1x5(30+90)s,10,20,"Power: 1x5(30+90)s, køres som 1 intervalserie med 5 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x6(30+90)s,1x6(30+90)s,12,24,"Power: 1x6(30+90)s, køres som 1 intervalserie med 6 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x7(30+90)s,1x7(30+90)s,14,28,"Power: 1x7(30+90)s, køres som 1 intervalserie med 7 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x8(30+90)s,1x8(30+90)s,16,32,"Power: 1x8(30+90)s, køres som 1 intervalserie med 8 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x9(30+90)s,1x9(30+90)s,18,36,"Power: 1x9(30+90)s, køres som 1 intervalserie med 9 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 1x10(30+90)s,1x10(30+90)s,20,40,"Power: 1x10(30+90)s, køres som 1 intervalserie med 10 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
,,,,
,,,,
Power: 2x4(30+90)s,2x4(30+90)s,16,32,"Power: 2x4(30+90)s, køres som 2 intervalserier med 4 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 2x5(30+90)s,2x5(30+90)s,20,40,"Power: 2x5(30+90)s, køres som 2 intervalserier med 5 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 2x6(30+90)s,2x6(30+90)s,24,48,"Power: 2x6(30+90)s, køres som 2 intervalserier med 6 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 2x7(30+90)s,2x7(30+90)s,28,56,"Power: 2x7(30+90)s, køres som 2 intervalserier med 7 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
Power: 2x8(30+90)s,2x8(30+90)s,32,64,"Power: 2x8(30+90)s, køres som 2 intervalserier med 8 gentagelser af 30 sekunders arbejde og 90 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet"
,,,,
,,,,
,,,,
Power: 1x4(20+40)s,1x4(20+40)s,6,12,Power: 1x4(20+40)s køres som 1 intervalserie med 4 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x5(20+40)s,1x5(20+40)s,7.5,15,Power: 1x5(20+40)s køres som 1 intervalserie med 5 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x6(20+40)s,1x6(20+40)s,9,18,Power: 1x6(20+40)s køres som 1 intervalserie med 6 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x7(20+40)s,1x7(20+40)s,10.5,21,Power: 1x7(20+40)s køres som 1 intervalserie med 7 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x8(20+40)s,1x8(20+40)s,12,24,Power: 1x8(20+40)s køres som 1 intervalserie med 8 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x9(20+40)s,1x9(20+40)s,13.5,27,Power: 1x9(20+40)s køres som 1 intervalserie med 9 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 1x10(20+40)s,1x10(20+40)s,15,30,Power: 1x10(20+40)s køres som 1 intervalserie med 10 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
,,,,
Power: 2x4(20+40)s,2x4(20+40)s,12,24,Power: 2x4(20+40)s køres som 2 intervalserier med 4 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x5(20+40)s,2x5(20+40)s,15,30,Power: 2x5(20+40)s køres som 2 intervalserier med 5 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x6(20+40)s,2x6(20+40)s,18,36,Power: 2x6(20+40)s køres som 2 intervalserier med 6 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x7(20+40)s,2x7(20+40)s,21,42,Power: 2x7(20+40)s køres som 2 intervalserie med 7 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x8(20+40)s,2x8(20+40)s,24,48,Power: 2x8(20+40)s køres som 2 intervalserie med 8 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x9(20+40)s,2x9(20+40)s,27,54,Power: 2x9(20+40)s køres som 2 intervalserie med 9 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
Power: 2x10(20+40)s,2x10(20+40)s,30,60,Power: 2x10(20+40)s køres som 2 intervalserie med 10 gentagelser af 20 sek arbejde og 40 sek pause. kadence 60-70. max mulig power i intervallet. Køres siddende.
,,,,
,,,,
Power: 2x30 s. stign.,2x30 s. stign.,4,8,"Power: 2x30 s. stign., køres som 2 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 3x30 s. stign.,3x30 s. stign.,6,12,"Power: 3x30 s. stign., køres som 3 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 4x30 s. stign.,4x30 s. stign.,8,16,"Power: 4x30 s. stign., køres som 4 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 5x30 s. stign.,5x30 s. stign.,10,20,"Power: 5x30 s. stign., køres som 5 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 6x30 s. stign.,6x30 s. stign.,12,24,"Power: 6x30 s. stign., køres som 6 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 7x30 s. stign.,7x30 s. stign.,14,28,"Power: 7x30 s. stign., køres som 7 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 8x30 s. stign.,8x30 s. stign.,16,32,"Power: 8x30 s. stign., køres som 8 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 9x30 s. stign.,9x30 s. stign.,18,36,"Power: 9x30 s. stign., køres som 9 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 10x30 s. stign.,10x30 s. stign.,20,40,"Power: 10x30 s. stign., køres som 10 intervaller af 30 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
,,,,
,,,,
Power: 3x60 s. stign.,3x60 s. stign.,6,12,"Power: 3x60 s. stign., køres som 3 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 4x60 s. stign.,4x60 s. stign.,8,16,"Power: 4x60 s. stign., køres som 4 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 5x60 s. stign.,5x60 s. stign.,10,20,"Power: 5x60 s. stign., køres som 5 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 6x60 s. stign.,6x60 s. stign.,12,24,"Power: 6x60 s. stign., køres som 6 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 7x60 s. stign.,7x60 s. stign.,14,28,"Power: 7x60 s. stign., køres som 7 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 8x60 s. stign.,8x60 s. stign.,16,32,"Power: 8x60 s. stign., køres som 8 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 9x60 s. stign.,9x60 s. stign.,18,36,"Power: 9x60 s. stign., køres som 9 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
Power: 10x60 s. stign.,10x60 s. stign.,20,40,"Power: 10x60 s. stign., køres som 10 intervaller af 60 sekunder. Intervallet køres på stigning. Samme maksimale power holdes hele vejen. kadence 60-70 rpm."
,,,,
Power: 3x60s,3x60s,6,12,"Power: 3x60 s, køres som 3 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 4x60s,4x60s,8,16,"Power: 4x60 s, køres som 4 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 5x60s,5x60s,10,20,"Power: 5x60 s, køres som 5 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 6x60s,6x60s,12,24,"Power: 6x60 s, køres som 6 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 7x60s,7x60s,14,28,"Power: 7x60 s, køres som 7 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 8x60s,8x60s,16,32,"Power: 8x60 s, køres som 8 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 9x60s,9x60s,18,36,"Power: 9x60 s, køres som 9 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
Power: 10x60s,10x60s,20,40,"Power: 10x60 s, køres som 10 intervaller af 60 sekunder. Samme maksimale power holdes hele vejen. kadence 55-65 rpm., 1-2 min pause ml intervaller"
,,,,
,,,,
,,,,
Power: 1x5(10+50)s ,1x5(10+50)s ,5,60,Power: 1x5(10+50)s løbes som 1 intervalserie med 5 gentagelser á 10 sekunder og 50 sek. pause. De 10 sek. løbes med maksimal effekt på relativt stejl stigning. Fokus på eksplosivitet
Power: 1x8(10+50)s ,1x8(10+50)s ,8,96,Power: 1x8(10+50)s løbes som 1 intervalserie med 8 gentagelser á 10 sekunder og 50 sek. pause. De 10 sek. løbes med maksimal effekt på relativt stejl stigning. Fokus på eksplosivitet
,,,,
Power: 2x5(10+50)s ,2x5(10+50)s ,10,120,Power: 2x5(10+50)s løbes som 2 intervalserier med 5 gentagelser á 10 sekunder og 50 sek. pause. De 10 sek. løbes med maksimal effekt på relativt stejl stigning. Fokus på eksplosivitet
Power: 2x8(10+50)s ,2x8(10+50)s ,16,192,Power: 2x8(10+50)s løbes som 2 intervalserier med 8 gentagelser á 10 sekunder og 50 sek. pause. De 10 sek. løbes med maksimal effekt på relativt stejl stigning. Fokus på eksplosivitet
,,,,
Power: 1x8(10+170)s ,1x8(10+170)s ,8,96,Power: 1x8(10+170)s løbes som 1 intervalserie med 8 gentagelser á 10 sekunder og 170 sek. pause. De 10 sek. løbes med maksimal effekt på relativt stejl stigning. Fokus på eksplosivitet
,,,,
,,,,
Power: 1x5(30+180)s ,1x5(30+180)s ,10,120,"Power: 1x5(30+180)s, løbes som 1 intervalserie med 5 gentagelser, af 30 sekunders arbejde og 180 sekunders pause, i hver serie. løbes med maksimal effekt på relativt stejl stigning."
Power: 1x8(30+180)s ,1x8(30+180)s ,16,192,"Power: 1x8(30+180)s, løbes som 1 intervalserie med 8 gentagelser, af 30 sekunders arbejde og 180 sekunders pause, i hver serie. løbes med maksimal effekt på relativt stejl stigning."
,,,,
Power: 2x5(30+180)s ,2x5(30+180)s ,20,240,"Power: 2x5(30+180)s, løbes som 2 intervalserier med 5 gentagelser, af 30 sekunders arbejde og 180 sekunders pause, i hver serie. løbes med maksimal effekt på relativt stejl stigning."
Power: 2x8(30+180)s ,2x8(30+180)s ,32,384,"Power: 2x8(30+180)s, løbes som 2 intervalserier med 8 gentagelser, af 30 sekunders arbejde og 180 sekunders pause, i hver serie. kadence 60-70. Max mulig power i intervallet. løbes siddende"
,,,,
,,,,
,,,,
,Indset ny linje foer denne linje hvis du tilfoejer nye intervaller,,,
,,,,
,,,,
,,,,
,Bjergtræning,,,
,,,,
,2+1+2...m,,,"Bjergtræning: 2+1+2…m, køres som 2 min siddende + 1 min stående i samme el. højere gear + 2 siddende osv. Tidsperiode for intervalserien er nævnt i ""Andet"". Puls 10-20 slag under AT. kadence 60-70"
,5+2+5…m,,,"Bjergtræning: 5+2+5…m, køres som 5 min siddende + 2 min stående i samme el. højere gear + 5 siddende osv. Tidsperiode for intervalserien er nævnt i ""Andet"". Puls 10-20 slag under AT. kadence 60-70"
,7+3+7…m,,,"Bjergtræning: 7+3+7…m, køres som 7 min siddende + 3 min stående i samme el. højere gear + 7 siddende osv. Tidsperiode for intervalserien er nævnt i ""Andet"". Puls 10-20 slag under AT. kadence 60-70"
